ticker	comment	price_24h	price_48h	price_1w	price_2w	price_3w	price_1m	price_2m	price_3m	price_6m	price_1y	price_2y	price_3y	price_4y	price_5y
2020	The short-term (1-month) outlook for 2020 is mildly bullish (+0.8% vs current price of 130.70). At 6 months the model targets 137.60 (+5.3%), a bullish medium-term signal. The 1-year forecast stands at 140.33 (+7.4%). Over a 5-year horizon the model projects 186.48 (cumulative +42.7%).	130.23	130.7233	131.2166	130.7233	130.23	131.7099	133.1898	135.163	137.5977	140.3295	150.6685	161.7692	173.6877	186.4844
ABG	The short-term (1-month) outlook for ABG is mildly bullish (+1.2% vs current price of 7.19). At 6 months the model targets 7.46 (+3.8%), a bullish medium-term signal. The 1-year forecast stands at 7.61 (+5.9%). Over a 5-year horizon the model projects 9.57 (cumulative +33.1%).	7.1863	7.1863	7.1632	7.2093	7.1632	7.2784	7.1863	7.3014	7.4618	7.6131	8.0611	8.5355	9.0377	9.5696
ABL	The short-term (1-month) outlook for ABL is sideways (-0.1% vs current price of 10.90). At 6 months the model targets 11.02 (+1.1%), a mildly bullish medium-term signal. The 1-year forecast stands at 11.93 (+9.4%). Over a 5-year horizon the model projects 17.09 (cumulative +56.8%).	10.9875	11.0212	11.0549	10.819	10.8864	10.8864	10.5494	10.482	11.0156	11.9257	13.0479	14.2757	15.6191	17.0889
AFG	The short-term (1-month) outlook for AFG is mildly bearish (-0.5% vs current price of 170.80). At 6 months the model targets 183.14 (+7.2%), a bullish medium-term signal. The 1-year forecast stands at 199.27 (+16.7%). Over a 5-year horizon the model projects 369.17 (cumulative +116.1%).	170.4288	169.3433	169.3433	167.1722	167.1722	169.8861	168.2578	170.4288	183.1359	199.2667	232.4779	271.2242	316.4283	369.1664
AGLX	The short-term (1-month) outlook for AGLX is mildly bullish (+1.7% vs current price of 20.30). At 6 months the model targets 20.95 (+3.2%), a bullish medium-term signal. The 1-year forecast stands at 20.58 (+1.4%). Over a 5-year horizon the model projects 21.77 (cumulative +7.2%).	20.4458	20.4458	20.3484	20.6405	20.3484	20.6405	20.3484	20.5432	20.9496	20.5849	20.8738	21.1668	21.4638	21.7651
AKAST	The short-term (1-month) outlook for AKAST is mildly bullish (+0.8% vs current price of 14.42). At 6 months the model targets 13.39 (-7.1%), a bearish medium-term signal. The 1-year forecast stands at 14.13 (-2.0%). Over a 5-year horizon the model projects 13.05 (cumulative -9.5%).	14.4466	14.4908	14.4025	14.7117	14.6675	14.535	14.4025	13.6956	13.389	14.134	13.8537	13.5789	13.3096	13.0456
AKER	The short-term (1-month) outlook for AKER is mildly bearish (-2.3% vs current price of 1032.00). At 6 months the model targets 1024.97 (-0.7%), a mildly bearish medium-term signal. The 1-year forecast stands at 1028.68 (-0.3%). Over a 5-year horizon the model projects 1015.53 (cumulative -1.6%).	1032.1726	1036.8535	1025.151	1029.832	1015.7889	1008.7673	985.362	985.362	1024.972	1028.6842	1025.3791	1022.0845	1018.8006	1015.5272
AKBM	The short-term (1-month) outlook for AKBM is mildly bullish (+1.2% vs current price of 101.00). At 6 months the model targets 109.54 (+8.5%), a bullish medium-term signal. The 1-year forecast stands at 112.00 (+10.9%). Over a 5-year horizon the model projects 169.32 (cumulative +67.6%).	101.9665	102.9761	101.2093	101.7141	102.9761	102.2189	109.0335	104.7428	109.5432	111.995	124.1869	137.7061	152.697	169.3198
AKRBP	The short-term (1-month) outlook for AKRBP is mildly bearish (-1.1% vs current price of 347.50). At 6 months the model targets 353.69 (+1.8%), a mildly bullish medium-term signal. The 1-year forecast stands at 420.93 (+21.1%). Over a 5-year horizon the model projects 906.18 (cumulative +160.8%).	347.9632	347.9632	344.5349	345.392	341.1068	343.6779	353.9625	341.1068	353.6867	420.9266	509.8682	617.6031	748.1024	906.1761
AKH	The short-term (1-month) outlook for AKH is bearish (-7.9% vs current price of 0.01). At 6 months the model targets 0.04 (+213.5%), a strongly bullish medium-term signal. The 1-year forecast stands at 0.03 (+146.0%). Over a 5-year horizon the model projects 1.14 (cumulative +8915.1%).	0.0116	0.0116	0.0116	0.0116	0.0116	0.0116	0.0173	0.0231	0.0395	0.031	0.0763	0.1876	0.4617	1.1359
AKSO	The short-term (1-month) outlook for AKSO is sideways (-0.3% vs current price of 40.16). At 6 months the model targets 45.04 (+12.2%), a strongly bullish medium-term signal. The 1-year forecast stands at 54.32 (+35.3%). Over a 5-year horizon the model projects 181.81 (cumulative +352.7%).	40.1485	39.9404	39.3164	40.0445	40.4605	40.0445	41.1886	41.1886	45.0446	54.3196	73.4716	99.3762	134.4142	181.8059
AKVA	The short-term (1-month) outlook for AKVA is mildly bearish (-2.3% vs current price of 130.00). At 6 months the model targets 140.75 (+8.3%), a bullish medium-term signal. The 1-year forecast stands at 147.60 (+13.5%). Over a 5-year horizon the model projects 245.24 (cumulative +88.6%).	129.4821	127.8149	129.2042	130.0378	127.8149	126.9814	131.1492	131.705	140.7493	147.5958	167.5732	190.2547	216.0061	245.243
APR	The short-term (1-month) outlook for APR is mildly bullish (+1.0% vs current price of 72.80). At 6 months the model targets 70.40 (-3.3%), a bearish medium-term signal. The 1-year forecast stands at 68.78 (-5.5%). Over a 5-year horizon the model projects 54.79 (cumulative -24.7%).	72.7499	72.4854	73.0144	71.4272	71.6917	73.5435	69.3108	70.369	70.3999	68.778	64.9782	61.3883	57.9968	54.7926
ARCH	The short-term (1-month) outlook for ARCH is mildly bearish (-2.9% vs current price of 27.45). At 6 months the model targets 27.65 (+0.7%), a mildly bullish medium-term signal. The 1-year forecast stands at 29.76 (+8.4%). Over a 5-year horizon the model projects 41.11 (cumulative +49.8%).	27.4836	27.6501	27.317	27.2337	27.8167	26.6507	27.1504	27.0671	27.6467	29.7593	32.2629	34.9771	37.9196	41.1097
AZT	The short-term (1-month) outlook for AZT is mildly bullish (+2.4% vs current price of 19.80). At 6 months the model targets 25.16 (+27.1%), a strongly bullish medium-term signal. The 1-year forecast stands at 27.70 (+39.9%). Over a 5-year horizon the model projects 106.06 (cumulative +435.6%).	19.8246	19.9747	19.8996	20.0498	20.2751	20.2751	21.2513	22.603	25.1642	27.6974	38.7447	54.1984	75.8159	106.0558
AFK	The short-term (1-month) outlook for AFK is sideways (-0.1% vs current price of 187.00). At 6 months the model targets 184.48 (-1.3%), a mildly bearish medium-term signal. The 1-year forecast stands at 175.78 (-6.0%). Over a 5-year horizon the model projects 137.26 (cumulative -26.6%).	186.7642	184.0885	182.483	184.6236	183.5533	186.7642	186.7642	188.3696	184.48	175.7845	165.2417	155.3311	146.015	137.2576
ARR	The short-term (1-month) outlook for ARR is bullish (+4.1% vs current price of 7.22). At 6 months the model targets 8.97 (+24.2%), a strongly bullish medium-term signal. The 1-year forecast stands at 9.16 (+26.8%). Over a 5-year horizon the model projects 23.70 (cumulative +228.2%).	7.3067	7.2124	7.1888	7.3067	7.4717	7.5188	8.2966	8.438	8.9657	9.1574	11.6147	14.7313	18.6843	23.698
ATEA	The short-term (1-month) outlook for ATEA is mildly bullish (+0.6% vs current price of 142.60). At 6 months the model targets 153.39 (+7.6%), a bullish medium-term signal. The 1-year forecast stands at 156.72 (+9.9%). Over a 5-year horizon the model projects 228.62 (cumulative +60.3%).	142.4092	143.4192	143.9242	144.4292	142.4092	143.4192	145.4392	147.4592	153.3906	156.7177	172.2331	189.2845	208.0241	228.6189
ASA	The short-term (1-month) outlook for ASA is strongly bullish (+19.9% vs current price of 3.15). At 6 months the model targets 4.71 (+49.4%), a strongly bullish medium-term signal. The 1-year forecast stands at 4.96 (+57.6%). Over a 5-year horizon the model projects 30.60 (cumulative +871.3%).	3.0222	3.0222	3.0222	3.2111	3.4	3.7778	3.9666	5.1	4.7075	4.9634	7.8207	12.323	19.4171	30.5953
AURG	The short-term (1-month) outlook for AURG is mildly bullish (+2.8% vs current price of 255.05). At 6 months the model targets 301.94 (+18.4%), a strongly bullish medium-term signal. The 1-year forecast stands at 329.03 (+29.0%). Over a 5-year horizon the model projects 911.29 (cumulative +257.3%).	255.8714	255.8714	258.2702	261.4686	262.2682	262.2682	274.2621	279.8593	301.9435	329.0274	424.462	547.5774	706.4026	911.295
AUSS	The short-term (1-month) outlook for AUSS is mildly bullish (+2.5% vs current price of 93.40). At 6 months the model targets 95.87 (+2.6%), a mildly bullish medium-term signal. The 1-year forecast stands at 99.90 (+7.0%). Over a 5-year horizon the model projects 130.74 (cumulative +40.0%).	94.0543	94.0543	94.389	94.7237	95.3931	95.7278	98.4056	94.389	95.8729	99.8982	106.8485	114.2824	122.2334	130.7377
AUTO	The short-term (1-month) outlook for AUTO is bearish (-3.0% vs current price of 11.79). At 6 months the model targets 11.91 (+1.0%), a mildly bullish medium-term signal. The 1-year forecast stands at 12.02 (+1.9%). Over a 5-year horizon the model projects 12.97 (cumulative +10.0%).	11.819	11.7418	11.8576	11.2783	10.9693	11.4328	11.6645	11.7418	11.9089	12.0164	12.2471	12.4823	12.722	12.9663
ACR	The short-term (1-month) outlook for ACR is mildly bullish (+1.3% vs current price of 6.73). At 6 months the model targets 6.84 (+1.6%), a mildly bullish medium-term signal. The 1-year forecast stands at 6.74 (+0.1%). Over a 5-year horizon the model projects 6.77 (cumulative +0.6%).	6.7319	6.7947	6.8156	6.6483	6.7529	6.8156	6.8574	6.7947	6.8353	6.7387	6.7474	6.7561	6.7649	6.7736
B2I	The short-term (1-month) outlook for B2I is mildly bullish (+1.5% vs current price of 24.90). At 6 months the model targets 27.00 (+8.4%), a bullish medium-term signal. The 1-year forecast stands at 28.12 (+12.9%). Over a 5-year horizon the model projects 45.71 (cumulative +83.6%).	24.9514	24.998	24.5325	24.4394	24.7187	25.2773	26.4411	27.0928	27.0007	28.1162	31.7478	35.8485	40.4789	45.7073
BAKKA	The short-term (1-month) outlook for BAKKA is bullish (+3.2% vs current price of 437.00). At 6 months the model targets 437.23 (+0.1%), a sideways medium-term signal. The 1-year forecast stands at 429.88 (-1.6%). Over a 5-year horizon the model projects 402.55 (cumulative -7.9%).	439.2862	439.2862	439.2862	445.0411	439.2862	450.7959	446.9594	443.1228	437.2338	429.8811	422.8782	415.9893	409.2127	402.5465
BEWI	The short-term (1-month) outlook for BEWI is sideways (-0.1% vs current price of 13.62). At 6 months the model targets 13.43 (-1.4%), a mildly bearish medium-term signal. The 1-year forecast stands at 13.49 (-1.0%). Over a 5-year horizon the model projects 12.98 (cumulative -4.7%).	13.6078	13.6078	13.5249	13.6078	13.6078	13.6078	13.7738	13.6078	13.4259	13.4888	13.3589	13.2302	13.1027	12.9765
BIEN	The short-term (1-month) outlook for BIEN is mildly bullish (+2.6% vs current price of 155.00). At 6 months the model targets 163.25 (+5.3%), a bullish medium-term signal. The 1-year forecast stands at 172.49 (+11.3%). Over a 5-year horizon the model projects 264.56 (cumulative +70.7%).	155.8737	156.3153	157.1985	157.1985	157.64	158.9647	156.7569	159.8479	163.2452	172.4921	191.9582	213.6211	237.7288	264.557
BNOR	The short-term (1-month) outlook for BNOR is bearish (-3.1% vs current price of 559.00). At 6 months the model targets 510.40 (-8.7%), a bearish medium-term signal. The 1-year forecast stands at 494.27 (-11.6%). Over a 5-year horizon the model projects 302.13 (cumulative -46.0%).	551.5206	549.8493	553.1919	556.5344	539.8217	541.493	541.493	531.4653	510.4035	494.2744	437.0433	386.4388	341.6938	302.1297
BONHR	The short-term (1-month) outlook for BONHR is bullish (+3.6% vs current price of 251.50). At 6 months the model targets 265.00 (+5.4%), a bullish medium-term signal. The 1-year forecast stands at 259.96 (+3.4%). Over a 5-year horizon the model projects 296.72 (cumulative +18.0%).	252.6359	252.6359	253.5193	254.4026	257.936	260.586	260.586	267.6527	264.9964	259.9553	268.6949	277.7282	287.0653	296.7163
BOR	The short-term (1-month) outlook for BOR is bullish (+5.8% vs current price of 15.70). At 6 months the model targets 17.45 (+11.1%), a strongly bullish medium-term signal. The 1-year forecast stands at 17.54 (+11.7%). Over a 5-year horizon the model projects 27.29 (cumulative +73.8%).	15.6522	15.893	15.7124	16.0736	16.1338	16.6154	16.4348	16.796	17.4453	17.536	19.5867	21.8772	24.4356	27.2932
BRG	The short-term (1-month) outlook for BRG is sideways (-0.2% vs current price of 169.20). At 6 months the model targets 162.51 (-4.0%), a bearish medium-term signal. The 1-year forecast stands at 172.56 (+2.0%). Over a 5-year horizon the model projects 186.66 (cumulative +10.3%).	169.5763	170.9063	169.5763	168.9113	169.5763	168.9113	165.5863	164.9213	162.5051	172.5553	175.9771	179.4668	183.0257	186.6552
BOUV	The short-term (1-month) outlook for BOUV is mildly bullish (+1.5% vs current price of 51.40). At 6 months the model targets 48.45 (-5.7%), a bearish medium-term signal. The 1-year forecast stands at 47.15 (-8.3%). Over a 5-year horizon the model projects 33.40 (cumulative -35.0%).	51.7032	51.9414	52.1797	52.418	51.9414	52.1797	51.2266	50.7501	48.4546	47.1528	43.2565	39.6822	36.4033	33.3953
BWE	The short-term (1-month) outlook for BWE is mildly bullish (+2.5% vs current price of 55.30). At 6 months the model targets 51.15 (-7.5%), a bearish medium-term signal. The 1-year forecast stands at 50.57 (-8.6%). Over a 5-year horizon the model projects 35.36 (cumulative -36.1%).	55.1946	55.0697	55.1946	54.0707	56.0687	56.6931	55.9439	51.1986	51.1541	50.569	46.2427	42.2866	38.6689	35.3607
BWLPG	The short-term (1-month) outlook for BWLPG is bullish (+4.1% vs current price of 172.50). At 6 months the model targets 185.91 (+7.8%), a bullish medium-term signal. The 1-year forecast stands at 180.18 (+4.5%). Over a 5-year horizon the model projects 214.50 (cumulative +24.3%).	173.3529	173.3529	175.4541	176.5047	178.0807	179.6566	184.9097	183.8591	185.9107	180.1844	188.2111	196.5954	205.3532	214.5011
BWO	The short-term (1-month) outlook for BWO is sideways (+0.1% vs current price of 50.70). At 6 months the model targets 52.87 (+4.3%), a bullish medium-term signal. The 1-year forecast stands at 51.99 (+2.5%). Over a 5-year horizon the model projects 57.48 (cumulative +13.4%).	50.6421	50.7669	50.6421	50.3927	50.6421	50.7669	52.3884	51.8895	52.8673	51.9896	53.312	54.668	56.0586	57.4845
CADLR	The short-term (1-month) outlook for CADLR is bullish (+4.9% vs current price of 61.40). At 6 months the model targets 64.04 (+4.3%), a bullish medium-term signal. The 1-year forecast stands at 61.74 (+0.6%). Over a 5-year horizon the model projects 63.13 (cumulative +2.8%).	61.2099	61.2099	61.4225	62.2726	62.9102	64.3979	62.9102	63.5478	64.0369	61.7415	62.0849	62.4302	62.7774	63.1266
CAPSL	The short-term (1-month) outlook for CAPSL is mildly bullish (+2.4% vs current price of 4.53). At 6 months the model targets 5.12 (+13.0%), a strongly bullish medium-term signal. The 1-year forecast stands at 5.86 (+29.4%). Over a 5-year horizon the model projects 16.45 (cumulative +263.2%).	4.6038	4.6038	4.5672	4.4211	4.3846	4.6403	4.5307	4.9692	5.1195	5.8631	7.5885	9.8217	12.712	16.4529
CAVEN	The short-term (1-month) outlook for CAVEN is sideways (+0.4% vs current price of 7.37). At 6 months the model targets 14.07 (+91.0%), a strongly bullish medium-term signal. The 1-year forecast stands at 19.13 (+159.5%). Over a 5-year horizon the model projects 868.10 (cumulative +11678.8%).	7.3994	7.3634	7.4353	7.2557	7.2198	7.3994	7.7945	12.2844	14.0735	19.1288	49.6487	128.863	334.4633	868.0979
CRNA	The short-term (1-month) outlook for CRNA is bearish (-8.7% vs current price of 8.62). At 6 months the model targets 7.26 (-15.8%), a strongly bearish medium-term signal. The 1-year forecast stands at 7.02 (-18.5%). Over a 5-year horizon the model projects 3.10 (cumulative -64.1%).	8.6497	8.6376	8.2668	8.2911	8.2181	7.8717	7.4401	7.5191	7.2618	7.0241	5.7237	4.664	3.8005	3.0969
CLOUD	The short-term (1-month) outlook for CLOUD is mildly bearish (-2.7% vs current price of 13.00). At 6 months the model targets 12.93 (-0.6%), a mildly bearish medium-term signal. The 1-year forecast stands at 12.86 (-1.1%). Over a 5-year horizon the model projects 12.32 (cumulative -5.2%).	13.0043	13.0043	13.0043	12.9158	12.6947	12.6504	12.9158	13.0485	12.9252	12.862	12.7255	12.5904	12.4567	12.3245
CMBTO	The short-term (1-month) outlook for CMBTO is sideways (+0.1% vs current price of 118.60). At 6 months the model targets 124.27 (+4.8%), a bullish medium-term signal. The 1-year forecast stands at 133.08 (+12.2%). Over a 5-year horizon the model projects 210.97 (cumulative +77.9%).	119.1046	118.7153	120.6615	123.7754	124.943	118.7153	119.4938	123.7753	124.2716	133.0797	149.3272	167.5583	188.0153	210.9698
CONTX	The short-term (1-month) outlook for CONTX is mildly bearish (-0.9% vs current price of 3.65). At 6 months the model targets 3.75 (+2.7%), a mildly bullish medium-term signal. The 1-year forecast stands at 3.55 (-2.6%). Over a 5-year horizon the model projects 3.20 (cumulative -12.4%).	3.6354	3.5991	3.6354	3.6172	3.6172	3.6172	3.799	3.8354	3.7468	3.5548	3.4621	3.3718	3.2838	3.1982
DELIA	The short-term (1-month) outlook for DELIA is mildly bullish (+2.2% vs current price of 370.00). At 6 months the model targets 371.93 (+0.5%), a mildly bullish medium-term signal. The 1-year forecast stands at 378.24 (+2.2%). Over a 5-year horizon the model projects 413.06 (cumulative +11.6%).	370.9657	372.1701	378.1923	375.7834	374.5789	378.1923	391.441	369.7612	371.9296	378.2368	386.657	395.2646	404.0638	413.0589
DNB	The short-term (1-month) outlook for DNB is mildly bullish (+1.3% vs current price of 277.20). At 6 months the model targets 285.73 (+3.1%), a bullish medium-term signal. The 1-year forecast stands at 301.28 (+8.7%). Over a 5-year horizon the model projects 420.38 (cumulative +51.7%).	279.0645	279.9051	279.0645	280.7456	280.7456	280.7456	283.2673	287.4701	285.7278	301.2755	327.442	355.8811	386.7903	420.3839
DNO	The short-term (1-month) outlook for DNO is bullish (+4.9% vs current price of 18.92). At 6 months the model targets 22.01 (+16.3%), a strongly bullish medium-term signal. The 1-year forecast stands at 21.44 (+13.3%). Over a 5-year horizon the model projects 35.35 (cumulative +86.8%).	18.8265	19.0475	18.8707	19.1359	19.4011	19.843	20.5501	20.9037	22.0109	21.4395	24.2945	27.5297	31.1957	35.3499
DOFG	The short-term (1-month) outlook for DOFG is bullish (+3.1% vs current price of 137.60). At 6 months the model targets 167.16 (+21.5%), a strongly bullish medium-term signal. The 1-year forecast stands at 171.03 (+24.3%). Over a 5-year horizon the model projects 408.25 (cumulative +196.7%).	138.5919	139.2366	138.9142	139.5589	142.4596	141.815	149.5504	156.9634	167.155	171.0333	212.59	264.244	328.4485	408.2532
EIOF	The short-term (1-month) outlook for EIOF is bullish (+3.8% vs current price of 16.60). At 6 months the model targets 19.09 (+15.0%), a strongly bullish medium-term signal. The 1-year forecast stands at 25.08 (+51.1%). Over a 5-year horizon the model projects 130.66 (cumulative +687.1%).	16.5797	16.7795	16.8294	16.6796	17.0292	17.2289	17.6784	18.1278	19.0912	25.0791	37.8892	57.2426	86.4816	130.6554
EMGS	The short-term (1-month) outlook for EMGS is strongly bearish (-31.5% vs current price of 0.26). At 6 months the model targets 0.22 (-16.0%), a strongly bearish medium-term signal. The 1-year forecast stands at 0.23 (-12.8%). Over a 5-year horizon the model projects 0.13 (cumulative -49.7%).	0.2632	0.2632	0.2513	0.2333	0.1915	0.1795	0.2453	0.2812	0.2202	0.2284	0.1991	0.1736	0.1513	0.1319
ELK	The short-term (1-month) outlook for ELK is mildly bullish (+0.8% vs current price of 28.46). At 6 months the model targets 28.96 (+1.8%), a mildly bullish medium-term signal. The 1-year forecast stands at 29.67 (+4.2%). Over a 5-year horizon the model projects 35.02 (cumulative +23.1%).	28.4385	28.5222	28.4385	28.4385	28.7731	28.6895	28.5222	28.7731	28.9626	29.6657	30.9225	32.2325	33.598	35.0214
ELABS	The short-term (1-month) outlook for ELABS is bullish (+5.1% vs current price of 2.95). At 6 months the model targets 3.85 (+30.4%), a strongly bullish medium-term signal. The 1-year forecast stands at 4.35 (+47.2%). Over a 5-year horizon the model projects 20.44 (cumulative +591.8%).	3.0308	3.0308	3.0308	3.0308	3.0677	3.1047	3.3265	3.5482	3.8523	4.3507	6.4056	9.4311	13.8856	20.444
ELMRA	The short-term (1-month) outlook for ELMRA is mildly bullish (+2.0% vs current price of 35.00). At 6 months the model targets 33.71 (-3.7%), a bearish medium-term signal. The 1-year forecast stands at 34.29 (-2.0%). Over a 5-year horizon the model projects 31.61 (cumulative -9.7%).	35.0985	35.0985	34.3724	34.8565	35.4616	35.7037	34.4934	34.4934	33.7119	34.2934	33.6011	32.9227	32.258	31.6068
ELO	The short-term (1-month) outlook for ELO is mildly bullish (+1.1% vs current price of 35.10). At 6 months the model targets 35.50 (+1.1%), a mildly bullish medium-term signal. The 1-year forecast stands at 36.33 (+3.5%). Over a 5-year horizon the model projects 41.70 (cumulative +18.8%).	35.0249	35.0249	34.8699	34.8699	35.3349	35.4898	35.7998	35.9548	35.4961	36.3305	37.6041	38.9224	40.2869	41.6993
ENDUR	The short-term (1-month) outlook for ENDUR is mildly bullish (+1.2% vs current price of 107.60). At 6 months the model targets 119.07 (+10.7%), a strongly bullish medium-term signal. The 1-year forecast stands at 123.18 (+14.5%). Over a 5-year horizon the model projects 211.61 (cumulative +96.7%).	108.1022	107.2621	107.5421	108.6624	111.1829	108.9424	111.743	113.7034	119.0732	123.1843	141.0258	161.4513	184.8352	211.6059
ENSU	The short-term (1-month) outlook for ENSU is bullish (+4.2% vs current price of 0.65). At 6 months the model targets 0.68 (+5.4%), a bullish medium-term signal. The 1-year forecast stands at 0.71 (+8.7%). Over a 5-year horizon the model projects 0.99 (cumulative +51.9%).	0.6517	0.6598	0.6517	0.6517	0.6598	0.6761	0.6802	0.6639	0.6843	0.7056	0.7671	0.834	0.9068	0.9859
ENTRA	The short-term (1-month) outlook for ENTRA is mildly bearish (-0.9% vs current price of 105.40). At 6 months the model targets 112.38 (+6.6%), a bullish medium-term signal. The 1-year forecast stands at 109.61 (+4.0%). Over a 5-year horizon the model projects 128.20 (cumulative +21.6%).	105.3284	105.3284	104.4789	104.4789	105.3284	104.4789	106.1778	107.4519	112.3799	109.6101	113.9884	118.5415	123.2765	128.2007
ENVIP	The short-term (1-month) outlook for ENVIP is mildly bearish (-1.9% vs current price of 50.30). At 6 months the model targets 47.28 (-6.0%), a bearish medium-term signal. The 1-year forecast stands at 46.88 (-6.8%). Over a 5-year horizon the model projects 35.37 (cumulative -29.7%).	50.8013	51.0421	52.0051	50.079	48.3937	49.3567	46.4676	48.1529	47.2797	46.8787	43.6901	40.7184	37.9488	35.3676
EQNR	The short-term (1-month) outlook for EQNR is mildly bullish (+1.8% vs current price of 356.60). At 6 months the model targets 350.36 (-1.8%), a mildly bearish medium-term signal. The 1-year forecast stands at 371.64 (+4.2%). Over a 5-year horizon the model projects 438.40 (cumulative +22.9%).	362.0494	359.2644	359.2644	355.5511	358.3361	362.9778	344.4111	342.5544	350.3582	371.6377	387.3095	403.6422	420.6637	438.4029
EQVA	The short-term (1-month) outlook for EQVA is sideways (+0.2% vs current price of 3.48). At 6 months the model targets 3.47 (-0.2%), a sideways medium-term signal. The 1-year forecast stands at 3.56 (+2.3%). Over a 5-year horizon the model projects 3.89 (cumulative +11.9%).	3.4854	3.4854	3.5186	3.419	3.4854	3.4854	3.3692	3.4854	3.4743	3.5592	3.6402	3.723	3.8078	3.8944
EPR	The short-term (1-month) outlook for EPR is mildly bullish (+1.5% vs current price of 97.40). At 6 months the model targets 101.28 (+4.0%), a bullish medium-term signal. The 1-year forecast stands at 104.32 (+7.1%). Over a 5-year horizon the model projects 137.25 (cumulative +40.9%).	97.4398	96.8564	96.8564	98.0233	98.6068	98.8985	97.1481	99.482	101.2823	104.3153	111.7216	119.6537	128.149	137.2474
DFENS	The short-term (1-month) outlook for DFENS is mildly bearish (-2.4% vs current price of 13.80). At 6 months the model targets 14.05 (+1.8%), a mildly bullish medium-term signal. The 1-year forecast stands at 13.92 (+0.9%). Over a 5-year horizon the model projects 14.40 (cumulative +4.4%).	13.7651	13.8899	13.8899	13.8899	13.8899	13.474	14.0562	13.7651	14.0479	13.9184	14.0378	14.1583	14.2797	14.4022
FRO	The short-term (1-month) outlook for FRO is bearish (-5.9% vs current price of 329.70). At 6 months the model targets 298.62 (-9.4%), a bearish medium-term signal. The 1-year forecast stands at 329.26 (-0.1%). Over a 5-year horizon the model projects 327.50 (cumulative -0.7%).	327.9496	331.3218	327.1065	329.6357	318.676	310.2454	293.3842	306.8732	298.6154	329.2595	328.8196	328.3802	327.9415	327.5033
GENT	The short-term (1-month) outlook for GENT is bullish (+3.9% vs current price of 44.00). At 6 months the model targets 44.85 (+1.9%), a mildly bullish medium-term signal. The 1-year forecast stands at 43.97 (-0.1%). Over a 5-year horizon the model projects 43.87 (cumulative -0.3%).	44.2876	44.1076	45.3678	44.6476	45.0077	45.7278	43.3874	44.4676	44.8534	43.9738	43.9476	43.9214	43.8953	43.8692
GJF	The short-term (1-month) outlook for GJF is mildly bearish (-0.9% vs current price of 260.40). At 6 months the model targets 267.74 (+2.8%), a mildly bullish medium-term signal. The 1-year forecast stands at 254.65 (-2.2%). Over a 5-year horizon the model projects 232.88 (cumulative -10.6%).	260.477	262.0848	262.0848	262.8888	262.8888	258.0651	259.673	259.673	267.7397	254.6483	249.0236	243.5232	238.1443	232.8842
GOD	The short-term (1-month) outlook for GOD is sideways (-0.2% vs current price of 11.20). At 6 months the model targets 10.94 (-2.3%), a mildly bearish medium-term signal. The 1-year forecast stands at 10.88 (-2.8%). Over a 5-year horizon the model projects 9.71 (cumulative -13.3%).	11.2108	11.1345	11.0201	11.1345	10.9057	11.1727	11.1345	10.9057	10.9429	10.8838	10.5765	10.2779	9.9878	9.7058
GSF	The short-term (1-month) outlook for GSF is mildly bullish (+1.3% vs current price of 34.42). At 6 months the model targets 32.58 (-5.3%), a bearish medium-term signal. The 1-year forecast stands at 32.84 (-4.6%). Over a 5-year horizon the model projects 27.23 (cumulative -20.9%).	34.4952	34.3733	34.7389	34.8608	34.8608	34.8608	34.2514	33.2763	32.5843	32.844	31.3402	29.9052	28.5359	27.2293
